1.625118927728880003e+00,1.177778136139527865e+00,1.158686426342529829e+00,-8.804371712441743103e-01,-7.779904645487101256e-02,1.454087523484961508e+00,1.129923093732868367e+00,-4.481365283185403392e-01,6.488989436167448277e-01,-2.692254350766536408e-01,1.338323752322931215e+00,-5.692822179530536708e-01,-1.095004076361744128e+00,-1.354938708707183137e+00,1.251854683450236649e+00,9.683723677227760174e-01,1.878632044694168446e-01,3.313534798046615659e-01,3.470737444821327955e-01,-1.254492606335442462e+00,1.000000000000000000e+00
-1.396522742653620197e+00,-3.947326329025462321e-01,-4.321914798534938207e-01,-2.538692374319000411e-01,1.782637885911264597e+00,-2.237847588727714943e-02,1.043922282206074525e+00,-1.408314835765671402e+00,2.128394510802149586e-01,-1.193685237962377022e+00,1.715678482708958175e+00,-4.056383511364725081e-02,-2.000340399647668299e+00,-1.283125536523003207e+00,-1.133777923897312023e+00,1.613346846282617264e-01,6.595404319627512502e-01,-1.947765697282983099e+00,-3.259335762552202365e-01,-1.292898111695559571e-01,1.000000000000000000e+00
5.062842026845328469e+00,3.381002289682883521e+00,3.516287072377022760e+00,1.598837586713086178e+00,2.671295718985980727e+00,2.937941610938628934e+00,2.234544047063992789e+00,2.744395826864271193e+00,3.602980393533143477e+00,5.379161347626271183e-01,4.206892606247992106e+00,2.839237601142330814e+00,3.466272026339777490e+00,3.856051063912930843e+00,1.821464888403003801e+00,1.027427128018861602e+00,4.972354016156411483e+00,2.203018494262559024e+00,5.398592300938584110e+00,2.619637156895858077e+00,1.000000000000000000e+00
3.365155364383928038e+00,2.585653122283562588e+00,4.800399770697776347e-01,1.793428974839449852e+00,8.013372923513863988e-01,3.104996409759966713e+00,1.629050406905760306e+00,2.163777671253533263e+00,2.456920808251125354e+00,2.702881438050009688e+00,5.763942232723431314e-01,2.859661771201810421e+00,5.136399731051940698e+00,9.186112367603782580e-01,1.480790224693714130e+00,1.532247425825499221e+00,8.716802904171842004e-01,1.409410685535549712e+00,2.353439757324156112e+00,4.922963686474419731e+00,1.000000000000000000e+00
-3.498346181215861606e+00,-4.217966493191845245e+00,-3.732678365093884398e-01,-1.090010761967864950e+00,-3.265614520001504317e+00,-1.323799395426659808e+00,-2.250714857630641497e+00,-1.845136155867353134e+00,-2.242256740573878027e+00,3.038261670892375976e-01,-2.462370870931675171e+00,-3.028726296911498750e+00,-1.115459769159055758e+00,-4.087805364905804595e+00,-3.012391441186308860e+00,-3.319385039296963491e+00,-4.321606152779998489e+00,-2.689921542116366027e+00,-5.573063783285074457e+00,-8.002926411306787724e-01,1.000000000000000000e+00
3.659497518475374633e+00,3.415589153694061686e+00,1.910771384754449187e+00,4.755894178239621795e+00,4.122478446870011304e+00,2.917151550397590221e+00,3.538738044202002442e+00,2.024164943796896488e+00,3.966851990828916819e+00,5.168835600510985451e+00,2.285433922042359178e+00,3.800222288490830103e+00,3.952690182543363129e+00,3.693071600570209334e+00,3.292396848728735392e+00,3.455707596966471229e+00,2.616190168010013029e+00,3.950480451240617086e+00,1.410476707644638950e+00,3.970254488764656031e+00,1.000000000000000000e+00
3.105829215966074308e+00,3.438986205138030883e+00,2.968512439911795031e+00,3.534733301845411013e+00,2.074666045864570041e+00,3.360949244682084114e+00,2.443426713203625589e+00,1.803016333590534703e+00,2.785347043505639775e+00,2.990434077606288987e+00,1.267529955371930139e+00,3.074458593990623712e+00,3.906640314730735142e+00,2.224553505855452862e+00,1.455701062129645784e+00,1.194214712513119281e+00,2.647889788928163846e+00,3.165480326211792317e+00,1.783141734363159259e+00,3.685225023739661765e+00,1.000000000000000000e+00
6.406048959662948850e-01,1.347238189217254467e+00,4.488339785188447673e-01,-2.957996429889652390e+00,8.164815648422423244e-01,1.828982148632896099e-01,7.484875008638293137e-01,-1.873957249601496899e+00,8.426686696341242344e-01,-7.980471920143219489e-01,3.708130084845191909e+00,-1.727589374917453124e-01,-1.394762085195970114e+00,-9.821046834336488729e-03,9.511372735873546702e-02,-2.252374461377725012e+00,1.377444547663573937e+00,-2.910644123335655031e-01,2.692430474858060307e+00,-2.201684670124810062e+00,1.000000000000000000e+00
-1.136145987849803918e+00,-1.171930511092378557e+00,-1.309372839699195046e+00,-2.126392901440946837e+00,-1.905626653141643256e-01,-1.512264577182738323e+00,-1.548161907833689233e+00,-2.393791822285010085e+00,-1.064867840010125688e+00,-2.303758670034641298e+00,1.400572813613466527e+00,-1.239940305037541490e+00,-3.367381895666567537e+00,-5.533286368634326990e-01,-1.481834893349570637e+00,-1.880567460862329954e+00,-8.686081010942097169e-01,-8.168126426979640531e-01,-1.431480556854741737e+00,-3.002886795660944408e+00,1.000000000000000000e+00
3.453951600499570951e+00,2.356804334567103698e+00,2.610735419744758978e+00,3.203264909393890747e+00,2.435452530245033387e+00,2.417851308684506151e+00,1.750913633933153246e+00,2.788246363283689799e+00,1.774697647090214936e+00,1.544235771044858208e+00,1.763662943209510336e+00,3.038647262355640422e+00,3.146301151012725228e+00,3.748637704080871380e+00,2.618824518750763275e+00,1.290744500695278685e+00,2.709186108298113460e+00,3.242892821712292317e+00,2.737559988009247824e+00,1.495439086859430500e+00,1.000000000000000000e+00
