3 150 597 3 535 4331 54 0 24 402 366 705 283 110 2 444 507 12 359 673 2 4036 6363 54 0 9970 248 4016 1 0 43 24 10 297 11 22 2052 4 43 3 6 3704 31 7 12 3668 8 150 30 11 94 116 124 195 39 751 36 169 79 15 132 4 789 54 0 137 200 248 380 15 1737 124 80 283 14 3 72 16 24 1 3 66 102 8 73 2 338 180 4 85 13 0 9970 17 1849 46 375 487 1 17 1849 84 118 6069 83 11 78 5696 248 718 38 2 485 44 1013 1849 111 3371 111 3329 111 7991 0 248 17 108 32 7 1198 0 88 14 3 1677 12 359 10 163 397 138 4 491 2 2914 5 487 27 11 3 61 0 266 248 26 204 548 58 7722 172 600 4527 511 178 33 369 939 63 20 846 122 0 774 1 7887 1560 150 160 4 96 41 0 628 181 	5
88 994 4 49 4 2929 23 4247 1 3420 17 473 457 1181 185 15 45 247 996 5 1052 41 5 0 603 11 17 473 1 43 338 736 5 0 285 216 262 1052 969 7 256 0 509 5 283 60 691 13 60 2160 35 195 2 3902 659 17 117 595 262 969 175 277 9 109 18 2 1205 119 92 3093 1 97 170 1379 5 216 0 170 848 5 0 1052 63 28 720 996 9 246 11 150 1904 1 2 528 5 1415 0 878 127 41 4 54 2 74 110 8499 639 229 484 17 19 6572 1478 318 168 6 39 353 82 111 22 2119 145 1 17 131 12 152 32 255 2359 3 153 233 15 134 10 2225 35 36 9 46 457 1181 18 44 21 1124 90 33 29 1 3 69 30 64 	5
109 42 1276 13 0 4289 1 359 16 24 7 0 338 1288 1769 761 787 20 480 11 8 6 0 4495 3645 42 18 490 9 336 10 1996 1068 1298 23 667 614 0 590 185 15 107 60 184 20 414 13 0 959 1415 519 676 1 3 806 0 5980 95 13 1300 209 543 1437 22 55 388 201 13 2846 11 6 40 210 359 22 0 790 3373 13 6613 3 372 168 1 38 0 29 6 133 32 28 68 40 729 1 612 205 1 216 1821 32 7 58 1542 114 11 3364 1274 6296 31 80 31 55 209 386 32 7 140 2 74 678 10 0 64 2307 369 1105 816 47 3770 3098 1105 816 1092 31 80 31 641 2353 1160 1 78 488 233 2 569 4 4258 678 9 2 144 8332 184 	5
3 394 30 2829 1 1290 11 16 7 21 2 199 1015 206 3 1770 4 102 0 206 7 2 25 24 10 2 4359 9 749 552 945 546 1 1082 1053 9 246 220 9 1228 1053 391 19 4 49 1523 10 2 4359 8 7 33 1632 13 369 1258 16 206 61 2887 	3
1022 72 16 206 19 62 2 2032 9 6312 14 6 40 434 13 0 1316 120 1051 87 187 504 10 2812 1265 93 73 874 387 57 3130 293 87 11 149 32 713 136 2236 18 0 1243 38 28 1560 41 5 2 250 231 18 170 553 1690 26 46 206 15 621 4 413 37 11 60 181 1560 312 957 877 2812 10 8649 376 51 36 3116 3343 292 16 6 92 1854 293 87 1955 39 8405 38 46 2019 386 4 5277 0 1164 157 111 670 4 435 0 78 206 308 84 4 1387 2 5196 9 37 463 93 3351 38 28 1560 41 5 0 698 9253 2238 0 1243 67 1151 776 4255 329 3 1518 11 0 1243 1525 3441 698 3909 18 0 266 157 250 231 18 0 4314 26 46 206 3454 4 156 8 219 19 3441 48 18 0 1243 3909 93 140 3351 38 800 28 1560 41 111 505 3 846 8 1218 47 43 5 60 5661 1 8 6 1173 75 	2
105 122 131 2 1446 1 521 4 30 573 176 4 0 567 200 4068 40 1666 21 4 956 8 6 9031 3343 292 11 157 3 243 4 30 573 1523 14 0 3136 1752 6 11 16 6 38 11 6 667 899 4 1687 80 3 131 1446 14 93 39 131 193 1752 11 20 479 4 30 2 1405 530 4 407 1523 3 428 8 129 215 67 79 12 327 1695 46 66 	2
4533 680 2987 1233 4 1109 0 192 23 40 25 1 0 112 6 40 37 495 13 55 7444 0 422 6 144 1 210 31 10 244 28 338 879 197 214 507 773 18 0 379 28 68 144 1 22 2 382 680 2 2916 54 4283 0 382 6 322 14 0 2916 6 89 3 4039 0 460 112 859 4 2 387 1 251 41 11 17 108 390 5 0 2567 950 42 208 124 237 672 9 116 44 1222 4650 	3
4608 9 0 2926 179 39 415 179 0 206 3822 1336 16 611 3 19 111 4422 9 0 3 153 348 727 8 296 35 60 220 9 55 322 4788 3389 26 16 7 60 611 4 49 151 202 1 30 5644 12 223 	1
20 405 1003 0 137 98 196 603 236 92 0 6187 1459 8 7 255 169 123 1182 0 137 6187 520 1 1373 34 0 2093 6466 98 46 57 7 33 20 97 2 130 1 135 3 219 19 1189 116 4 107 2 130 47 2 137 1919 427 98 911 662 142 13 137 1919 690 1 1278 8 458 64 3338 5 2792 13 12 4187 9427 1323 44 6 0 116 2670 662 142 	3
26 4477 2 569 4 9 52 223 1631 366 236 64 2588 87 4 506 1 0 5 193 547 5 2161 0 277 5595 5 1 6863 865 52 223 23 140 753 3592 236 529 14 123 12 200 852 19 9 0 5 2 74 1617 1 1427 47 12 222 1026 72 3 19 47 0 200 506 1902 875 9 5322 79 36 169 1 59 1934 10 545 4212 10 545 441 2 137 8943 521 4542 619 8251 439 439 439 82 90 4542 506 10 12 3830 3 231 0 209 328 506 194 1 0 5532 506 2323 1 0 285 131 225 168 6 1293 1 289 30 64 4 96 0 710 0 98 7 2 554 240 265 5 2 129 4558 928 13 2 125 370 311 1 2 8774 321 36 2658 1 36 1642 49 1086 96 8 15 39 391 1588 10 72 	5
1752 37 123 10 0 711 19 3 940 661 1640 47 4109 1898 799 9 110 2 921 1 19 67 1215 602 5 16 1254 208 59 3 132 4 9664 258 1972 87 4 4109 1898 751 8 7 0 88 98 165 3 88 171 8 2 96 117 124 0 545 181 7 1178 83 0 1380 181 14 3 72 36 928 2 188 3456 661 657 531 100 570 26 2 590 642 0 460 1 100 570 26 4866 766 370 1508 2114 1345 1 4894 1 9 0 162 355 89 25 337 12 652 1 3 97 0 356 1898 1 0 3003 95 1898 17 28 2403 27 25 0 356 1898 6 153 0 116 5 0 129 14 250 107 186 5 84 141 136 157 2 74 1089 177 3569 4 108 2 659 211 276 1 161 3 3219 336 11 19 2 4673 5 900 481 59 8996 23 15 1112 10 35 15 66 473 819 481 244 553 45 13 0 2249 38 15 78 336 15 101 120 15 23 3 306 0 656 152 1 150 160 9 52 176 569 	5
1927 2 873 11 3 3219 4 16 2380 1 3 19 4 128 77 89 516 31 2 222 53 3 19 513 65 83 12 850 5 1 2877 5907 3 101 0 8140 1 19 513 65 83 43 2524 30 2303 10 4 0 33 698 1302 5 80 5 346 3 132 4 19 0 88 368 0 105 182 3 779 7 11 32 7 71 8457 8 361 1005 34 32 19 62 6312 5 2496 325 0 1565 11 211 0 228 4 3735 31 615 31 17 1843 0 234 39 10 829 16 7 46 43 187 961 26 1169 158 642 117 32 7 0 415 211 5 0 24 0 763 3 291 4 1229 81 22 2 699 5 211 4 8 28 1026 6432 28 1044 0 432 234 6 572 13 4784 41 2564 540 16 763 6 3817 1323 7 1912 44 3 103 368 399 12 506 931 48 18 8 917 1 156 1121 1630 59 23 20 655 42 4200 6 2367 13 158 82 111 10 2 2582 763 145 93 6 3519 36 240 875 9 0 178 155 37 11 6 1235 10 0 11 6 4407 32 28 71 5 78 2496 0 112 6 1239 113 1 466 3 22 2 235 7399 11 3 6 1417 10 1 17 4595 325 0 656 182 147 3 6 32 9 43 5 12 2903 0 4622 670 4 634 38 5 84 10 12 7000 48 9 37 13 3284 27 11 3 477 19 4 30 3212 10 0 1347 3 264 11 6 2 357 473 1 10 0 792 11 3 165 19 4 49 13 58 2765 1 106 21 456 4 2908 18 8400 405 3 6 10 58 234 26 0 53 5 12 1411 1 601 399 83 196 214 9 186 0 3402 1 0 873 3 6 10 58 41 607 404 189 1 11 12 223 7 3561 57 5261 3 273 808 4 2 222 3712 13 8086 1 69 2609 436 0 197 1531 1571 47 12 237 2582 10 107 4 3173 186 12 2903 1 3 23 1664 80 	5
591 25 743 1535 77 21 4670 77 1535 0 743 7 40 25 271 51 2 98 73 1629 5 0 29 18 0 99 3 1197 102 5 2510 1 3068 2541 14 42 0 23 21 7761 5 263 179 10 419 0 29 520 25 115 3 956 0 743 7 50 25 	4
3 101 11 2587 501 2 179 8957 26 167 14 3 228 4 3625 123 76 17 28 4 37 0 78 157 3 109 10 32 4 491 55 2029 1 251 168 3 479 1 109 4 448 9 168 3 1032 115 21 143 168 122 0 5 1762 1 310 43 1727 32 51 3 90 204 1 244 298 28 21 10 0 64 5 12 4711 3 109 64 159 32 17 293 37 4 39 49 1 45 129 65 1587 5 0 901 3 6 1237 3 50 442 17 28 27 76 10 655 11 760 15 2587 	4
3 19 864 111 513 16 24 314 1 3 354 129 2347 294 	1
56 1022 171 16 24 247 215 31 3 19 62 2 471 42 9 54 2 444 424 213 33 640 1 33 337 875 3 22 12 105 179 152 42 0 78 608 2138 37 1 38 0 78 100 47 12 224 28 89 665 92 2 608 775 768 1090 556 283 8 6 0 842 183 2 74 75 44 87 39 304 75 94 300 9 2 1510 3 102 1213 5 11 6201 0 769 2332 87 424 1 1050 134 18 138 20 23 38 669 1 20 38 5833 15 80 1042 13 0 1435 69 140 1425 4 134 4 16 24 252 3 122 0 7255 5 1932 100 47 224 3 101 54 16 286 114 67 4 30 27 5327 1664 70 2 118 75 4150 9 2 608 775 769 	2
20 28 748 51 20 251 11 20 103 548 6124 1 2836 4 52 1255 532 0 29 7 25 21 33 14 8 6 2 33 982 18 2080 994 1276 51 0 29 6 1445 8 430 34 0 239 6 2 166 339 32 198 58 2440 2934 4 0 1340 703 6499 27 3 173 4 0 1255 393 16 425 339 91 428 71 6254 27 3 5833 31 1063 80 1968 41 11 32 7 2 247 1255 762 27 16 393 131 2 89 199 639 9 1180 159 0 433 3 19 71 594 13 1255 3257 79 32 23 55 2317 41 32 3 39 795 304 453 3257 8117 1572 12 629 13 71 6254 16 69 256 30 0 187 53 20 107 	2
109 4 8605 1460 1828 187 119 13 12 472 9 177 20 22 39 1259 47 52 5390 157 397 569 3 97 2 382 330 13 4232 382 2495 1 2996 4420 791 12 472 97 7947 317 10 2 4277 1413 0 7947 317 10 4277 1413 115 21 482 4 2749 37 4 37 8 374 34 690 13 274 1 261 1273 330 6 241 89 25 12 472 1 3 377 8 94 116 0 67 182 20 102 17 103 19 403 116 7 0 472 1 3 28 21 742 2725 13 0 427 5 29 12 472 7 1082 283 31 355 5 0 5875 9 0 98 17 219 326 427 1307 607 0 409 1122 0 29 7 89 25 	3
33 2118 26 16 750 137 1625 798 6 229 2586 135 6 1807 1 57 6 1649 289 30 64 3444 8661 	5
16 7 2 287 280 750 50 3 22 752 2655 59 399 83 280 734 34 162 7548 4014 249 503 65 684 5 38 1042 13 0 1399 18 168 3020 5 6635 35 8 73 6249 44 879 44 35 36 437 1 3197 58 2976 409 34 36 256 21 408 280 12 22 2 1281 1314 1 1024 232 4 8 1 9 1262 1507 278 150 17 435 8 0 3340 280 6 21 40 209 0 7077 796 525 6 815 1 290 1500 21 4 956 0 476 796 135 11 2629 16 24 9228 247 215 18 490 195 1995 124 15 100 394 21 45 52 11 94 1042 0 7212 9 2 196 8 4212 10 60 1651 	2
229 229 6 353 0 5163 202 99 0 130 6 41 5 16 711 1 0 769 6 40 2314 2 3 56 153 233 16 24 4 320 160 4 497 	5
3 945 491 285 1 78 7396 715 47 7174 17 19 2 235 245 4 560 47 728 2090 1 1292 66 494 197 371 29 14 18 246 222 553 26 2 5722 1377 1665 285 2450 0 2739 122 21 4 956 15 103 151 196 1665 285 740 1 30 54 185 2 7 82 62 6873 110 366 78 298 26 0 206 250 34 4 49 2392 1 17 19 889 5 74 203 11 103 108 203 2 74 65 7445 9 398 5722 8888 44 7396 	4
229 24 112 7 40 8930 	4
405 22 2 783 4 618 2 556 42 39 689 4 1117 10 3790 1 19 62 432 9 768 1090 40 524 318 1 0 914 23 33 8 358 21 980 185 15 407 0 1939 19 33 29 3 69 30 392 42 2 180 	5
3 150 128 218 357 203 54 16 4462 0 596 7 353 0 78 617 23 161 4322 1 1397 21 4 956 11 320 32 73 3286 1 17 963 46 574 31 574 2135 4 30 1664 49 4 16 4462 527 771 59 3 621 	5
3 475 72 16 24 82 22 12 732 42 581 10 0 187 197 236 1 17 19 62 456 4 2889 279 1784 48 4 5198 46 321 7 267 554 1 33 10 0 1588 1 768 53 12 194 130 7 0 4291 554 230 3074 13 25 29 43 5 12 194 336 10 191 217 0 436 4 628 	5
73 169 280 3 56 128 11 17 19 0 88 280 10 616 15 19 4 96 8 4 146 123 169 8 7 0 57 7 33 1 3 211 34 3 39 2467 175 3605 0 338 280 152 7 40 658 1 277 24 4 897 41 13 223 44 143 2 588 7 67 43 182 3 66 34 600 8 501 4 335 27 108 148 4 45 32 550 155 786 1074 35 15 132 4 30 573 124 294 	5
6312 507 51 16 2773 6 48 1 392 1 3 940 10 545 3 56 49 4 16 433 890 31 20 452 8 117 129 44 315 167 147 8 6 121 18 461 3 109 13 2 258 0 2773 73 2327 70 2347 138 36 89 199 3 102 17 2330 3699 2935 11 73 4 1561 0 29 2935 3 22 12 1576 227 680 8 6 267 25 1 943 741 3 374 9 158 4 491 14 310 13 261 0 203 3 377 162 28 235 204 298 1 199 2006 192 3 480 2 125 9067 5 2749 14 21 803 12 1929 398 8 390 4 30 11 16 2773 56 19 2419 4731 1 8382 2 1245 2913 103 2344 208 140 12 1929 16 444 731 14 352 585 203 103 21 30 712 42 16 444 27 77 434 13 0 2773 1821 318 1235 6 312 35 15 103 21 154 275 433 318 32 198 218 340 282 2935 10 12 995 14 32 6 580 5 29 2935 1 0 7203 4019 28 68 335 1 2372 571 0 2097 6 40 1098 3 677 17 69 5367 65 2097 10 0 1347 381 149 17 2330 36 43 5 0 287 457 433 7421 10 0 1318 1122 32 349 94 4 1079 155 9 770 15 19 1224 4246 44 132 1597 3627 	3
81 32 1 343 81 3921 7 140 12 194 24 4 723 2 205 628 187 578 119 3 2436 2 331 5 223 11 20 5648 4 49 281 41 0 4509 119 668 10 628 191 149 17 22 186 689 294 10 1282 236 27 92 183 1973 70 0 3741 2337 178 20 302 4 666 64 4 52 194 237 6708 67 1075 6 58 2237 234 63 501 2 1046 9 183 10 2 1189 237 933 1 9 0 3984 3905 52 78 481 4550 1 917 92 38 1042 58 1701 1800 290 2 2891 140 2 89 25 1701 1800 10 16 829 	4
250 19 4 128 11 1803 0 10 0 3110 3935 1987 6268 1958 6268 7 12 194 79 5 36 268 63 2695 8 2 211 83 0 78 129 548 4 11 0 2287 3306 1 6268 7 43 5 246 249 3 103 702 58 656 611 558 775 26 31 222 31 389 316 6127 5 2215 23 353 1 23 65 1182 4 638 1484 83 4 954 691 2048 2215 35 15 45 84 13 773 527 154 11 0 773 23 2 74 4165 595 9 0 284 27 3 233 55 78 1925 0 288 7 353 381 10 0 10 38 16 7 43 5 12 2018 1096 	5
1646 3 72 351 1 458 247 5 12 375 4 1288 20 38 306 8 144 210 29 33 767 511 1 1026 5 234 9 0 351 4 739 13 38 5 246 852 540 0 1741 869 6 437 124 1 0 1728 18 8 6 169 0 586 225 391 30 0 88 3 19 165 22 0 367 1951 6 25 14 2 74 75 1045 9 12 232 12 472 173 11 0 1185 95 201 93 515 6 0 88 95 201 165 156 340 450 6 169 12 955 22 0 539 1049 592 1 1427 896 63 22 367 350 1617 3163 1 5 346 1049 592 11 6 40 226 14 33 0 67 8927 28 0 209 510 21 179 14 3 19 22 94 116 32 6 67 43 5549 1 202 178 1 11 6 1270 18 0 78 190 5 0 871 279 178 5 2769 1 0 6983 3965 61 6 68 255 295 0 7389 1198 23 0 210 144 29 1 5 346 580 5 234 9 351 4 739 1 1880 	4
3 6 220 9 2 24 185 3 103 45 137 2205 1 58 816 730 11 6 614 204 1607 32 7 58 5930 3896 57 1 2309 721 1207 5 237 297 270 18 3733 2410 3 2737 109 10 9 129 137 2205 14 555 48 307 526 137 2205 149 38 2205 28 0 1071 636 47 51 3 846 0 538 3256 3 106 307 2 3116 18 0 2205 63 7 2 25 182 1103 0 692 5 0 221 54 2424 214 4 45 0 526 137 2205 4218 10 1040 4 58 816 730 3 1001 13 4443 1 91 1636 238 387 57 47 12 2205 4 3860 0 88 2205 	4
72 72 72 16 763 365 12 3 866 2 180 5 53 26 16 763 1 10 0 2157 186 873 1 873 28 353 40 2623 1 524 4 789 4 3 1548 84 31 17 115 168 4 3173 186 417 1 12 983 28 80 926 368 5 3 19 149 513 873 9 2 406 1411 6135 7 40 209 	5
